iso_code,location,date,new_cases,new_deaths,new_cases_per_million,new_deaths_per_million,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,population,gdp_per_capita,human_development_index
AUT,Austria,2020-03-12,56.0,1.0,6.218,0.111,302.0,1.0,33.532,0.111,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-13,202.0,0.0,22.428,0.0,504.0,1.0,55.96,0.111,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-14,151.0,0.0,16.766,0.0,655.0,1.0,72.726,0.111,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-15,205.0,0.0,22.761999999999997,0.0,860.0,1.0,95.488,0.111,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-16,158.0,2.0,17.543,0.222,1018.0,3.0,113.031,0.33299999999999996,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-17,314.0,0.0,34.864000000000004,0.0,1332.0,3.0,147.895,0.33299999999999996,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-18,314.0,1.0,34.864000000000004,0.111,1646.0,4.0,182.75900000000001,0.444,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-19,367.0,2.0,40.749,0.222,2013.0,6.0,223.50799999999998,0.6659999999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-20,375.0,0.0,41.637,0.0,2388.0,6.0,265.145,0.6659999999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-21,426.0,2.0,47.3,0.222,2814.0,8.0,312.444,0.888,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-22,768.0,8.0,85.273,0.888,3582.0,16.0,397.717,1.777,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-23,892.0,5.0,99.041,0.555,4474.0,21.0,496.75800000000004,2.332,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-24,809.0,7.0,89.825,0.777,5283.0,28.0,586.5830000000001,3.109,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-25,305.0,2.0,33.865,0.222,5588.0,30.0,620.448,3.3310000000000004,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-26,1321.0,19.0,146.673,2.11,6909.0,49.0,767.1210000000001,5.441,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-27,748.0,9.0,83.052,0.9990000000000001,7657.0,58.0,850.173,6.44,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-28,614.0,10.0,68.17399999999999,1.11,8271.0,68.0,918.347,7.55,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-29,517.0,18.0,57.403999999999996,1.999,8788.0,86.0,975.7510000000001,9.549,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-30,830.0,22.0,92.15700000000001,2.443,9618.0,108.0,1067.907,11.991,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-03-31,562.0,20.0,62.4,2.221,10180.0,128.0,1130.307,14.212,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-01,531.0,18.0,58.958,1.999,10711.0,146.0,1189.265,16.211,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-02,418.0,12.0,46.411,1.3319999999999999,11129.0,158.0,1235.677,17.543,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-03,395.0,10.0,43.858000000000004,1.11,11524.0,168.0,1279.535,18.653,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-04,257.0,18.0,28.535,1.999,11781.0,186.0,1308.07,20.651999999999997,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-05,270.0,18.0,29.979,1.999,12051.0,204.0,1338.0479999999998,22.651,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-06,246.0,16.0,27.314,1.777,12297.0,220.0,1365.362,24.427,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-07,342.0,23.0,37.973,2.5540000000000003,12639.0,243.0,1403.335,26.980999999999998,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-08,303.0,30.0,33.643,3.3310000000000004,12942.0,273.0,1436.9779999999998,30.311999999999998,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-09,302.0,22.0,33.532,2.443,13244.0,295.0,1470.51,32.754,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-10,311.0,24.0,34.531,2.665,13555.0,319.0,1505.0410000000002,35.419000000000004,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-11,251.0,18.0,27.869,1.999,13806.0,337.0,1532.91,37.418,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-12,139.0,13.0,15.433,1.443,13945.0,350.0,1548.3429999999998,38.861,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-13,96.0,18.0,10.659,1.999,14041.0,368.0,1559.0020000000002,40.86,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-14,185.0,16.0,20.541,1.777,14226.0,384.0,1579.543,42.636,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-15,110.0,9.0,12.214,0.9990000000000001,14336.0,393.0,1591.757,43.636,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-16,140.0,17.0,15.545,1.8880000000000001,14476.0,410.0,1607.3010000000002,45.523,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-17,119.0,21.0,13.213,2.332,14595.0,431.0,1620.514,47.855,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-18,76.0,12.0,8.437999999999999,1.3319999999999999,14671.0,443.0,1628.953,49.187,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-19,78.0,9.0,8.661,0.9990000000000001,14749.0,452.0,1637.6129999999998,50.187,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-20,46.0,18.0,5.107,1.999,14795.0,470.0,1642.721,52.185,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-21,78.0,21.0,8.661,2.332,14873.0,491.0,1651.381,54.516999999999996,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-22,52.0,19.0,5.774,2.11,14925.0,510.0,1657.155,56.626000000000005,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-23,77.0,12.0,8.549,1.3319999999999999,15002.0,522.0,1665.704,57.958999999999996,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-24,69.0,8.0,7.6610000000000005,0.888,15071.0,530.0,1673.366,58.847,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-25,77.0,6.0,8.549,0.6659999999999999,15148.0,536.0,1681.915,59.513000000000005,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-26,77.0,6.0,8.549,0.6659999999999999,15225.0,542.0,1690.465,60.178999999999995,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-27,49.0,7.0,5.441,0.777,15274.0,549.0,1695.905,60.957,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-28,83.0,20.0,9.216000000000001,2.221,15357.0,569.0,1705.121,63.177,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-29,45.0,11.0,4.996,1.2209999999999999,15402.0,580.0,1710.1170000000002,64.399,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-04-30,50.0,4.0,5.5520000000000005,0.444,15452.0,584.0,1715.6689999999999,64.843,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-01,79.0,5.0,8.772,0.555,15531.0,589.0,1724.44,65.398,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-02,27.0,7.0,2.998,0.777,15558.0,596.0,1727.4379999999999,66.175,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-03,39.0,2.0,4.33,0.222,15597.0,598.0,1731.769,66.39699999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-04,24.0,2.0,2.665,0.222,15621.0,600.0,1734.433,66.619,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-05,29.0,6.0,3.22,0.6659999999999999,15650.0,606.0,1737.6529999999998,67.285,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-06,34.0,2.0,3.775,0.222,15684.0,608.0,1741.4279999999999,67.508,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-07,68.0,1.0,7.55,0.111,15752.0,609.0,1748.979,67.619,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-08,22.0,5.0,2.443,0.555,15774.0,614.0,1751.421,68.17399999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-09,59.0,1.0,6.551,0.111,15833.0,615.0,1757.9720000000002,68.285,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-10,38.0,3.0,4.218999999999999,0.33299999999999996,15871.0,618.0,1762.191,68.618,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-11,11.0,2.0,1.2209999999999999,0.222,15882.0,620.0,1763.4129999999998,68.84,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-12,79.0,3.0,8.772,0.33299999999999996,15961.0,623.0,1772.184,69.173,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-13,36.0,1.0,3.997,0.111,15997.0,624.0,1776.181,69.28399999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-14,61.0,2.0,6.773,0.222,16058.0,626.0,1782.954,69.506,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-15,51.0,2.0,5.662999999999999,0.222,16109.0,628.0,1788.6170000000002,69.72800000000001,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-16,92.0,1.0,10.215,0.111,16201.0,629.0,1798.832,69.839,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-17,41.0,0.0,4.552,0.0,16242.0,629.0,1803.384,69.839,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-18,27.0,0.0,2.998,0.0,16269.0,629.0,1806.382,69.839,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-19,52.0,3.0,5.774,0.33299999999999996,16321.0,632.0,1812.156,70.172,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-20,32.0,1.0,3.553,0.111,16353.0,633.0,1815.7089999999998,70.283,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-21,51.0,0.0,5.662999999999999,0.0,16404.0,633.0,1821.371,70.283,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-22,32.0,2.0,3.553,0.222,16436.0,635.0,1824.924,70.505,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-23,50.0,4.0,5.5520000000000005,0.444,16486.0,639.0,1830.476,70.95,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-24,17.0,1.0,1.8880000000000001,0.111,16503.0,640.0,1832.364,71.061,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-25,36.0,1.0,3.997,0.111,16539.0,641.0,1836.361,71.172,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-26,18.0,2.0,1.999,0.222,16557.0,643.0,1838.359,71.39399999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-27,34.0,2.0,3.775,0.222,16591.0,645.0,1842.134,71.616,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-28,37.0,23.0,4.1080000000000005,2.5540000000000003,16628.0,668.0,1846.243,74.169,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-29,27.0,0.0,2.998,0.0,16655.0,668.0,1849.241,74.169,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-30,30.0,0.0,3.3310000000000004,0.0,16685.0,668.0,1852.5720000000001,74.169,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-05-31,46.0,0.0,5.107,0.0,16731.0,668.0,1857.6789999999999,74.169,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-01,2.0,0.0,0.222,0.0,16733.0,668.0,1857.901,74.169,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-02,26.0,1.0,2.887,0.111,16759.0,669.0,1860.7879999999998,74.281,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-03,12.0,1.0,1.3319999999999999,0.111,16771.0,670.0,1862.12,74.392,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-04,34.0,0.0,3.775,0.0,16805.0,670.0,1865.895,74.392,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-05,38.0,2.0,4.218999999999999,0.222,16843.0,672.0,1870.115,74.61399999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-06,55.0,0.0,6.107,0.0,16898.0,672.0,1876.221,74.61399999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-07,4.0,0.0,0.444,0.0,16902.0,672.0,1876.665,74.61399999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-08,66.0,0.0,7.327999999999999,0.0,16968.0,672.0,1883.994,74.61399999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-09,11.0,0.0,1.2209999999999999,0.0,16979.0,672.0,1885.215,74.61399999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-10,26.0,1.0,2.887,0.111,17005.0,673.0,1888.102,74.725,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-11,29.0,1.0,3.22,0.111,17034.0,674.0,1891.3220000000001,74.836,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-12,30.0,1.0,3.3310000000000004,0.111,17064.0,675.0,1894.6529999999998,74.947,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-13,14.0,2.0,1.554,0.222,17078.0,677.0,1896.207,75.169,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-14,31.0,0.0,3.4419999999999997,0.0,17109.0,677.0,1899.649,75.169,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-15,26.0,1.0,2.887,0.111,17135.0,678.0,1902.536,75.28,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-16,54.0,3.0,5.996,0.33299999999999996,17189.0,681.0,1908.5320000000002,75.613,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-17,14.0,6.0,1.554,0.6659999999999999,17203.0,687.0,1910.086,76.279,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-18,20.0,1.0,2.221,0.111,17223.0,688.0,1912.307,76.39,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-19,48.0,0.0,5.33,0.0,17271.0,688.0,1917.636,76.39,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-20,52.0,0.0,5.774,0.0,17323.0,688.0,1923.41,76.39,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-21,18.0,2.0,1.999,0.222,17341.0,690.0,1925.4089999999999,76.612,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-22,39.0,0.0,4.33,0.0,17380.0,690.0,1929.739,76.612,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-23,28.0,3.0,3.109,0.33299999999999996,17408.0,693.0,1932.848,76.945,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-24,41.0,0.0,4.552,0.0,17449.0,693.0,1937.4,76.945,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-25,28.0,5.0,3.109,0.555,17477.0,698.0,1940.509,77.5,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-26,45.0,0.0,4.996,0.0,17522.0,698.0,1945.505,77.5,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-27,58.0,2.0,6.44,0.222,17580.0,700.0,1951.945,77.723,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-28,74.0,2.0,8.216000000000001,0.222,17654.0,702.0,1960.162,77.945,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-29,69.0,1.0,7.6610000000000005,0.111,17723.0,703.0,1967.8229999999999,78.056,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-06-30,43.0,2.0,4.774,0.222,17766.0,705.0,1972.5970000000002,78.278,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-01,107.0,0.0,11.88,0.0,17873.0,705.0,1984.4779999999998,78.278,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-02,68.0,0.0,7.55,0.0,17941.0,705.0,1992.0279999999998,78.278,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-03,109.0,0.0,12.103,0.0,18050.0,705.0,2004.13,78.278,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-04,115.0,0.0,12.769,0.0,18165.0,705.0,2016.899,78.278,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-05,115.0,1.0,12.769,0.111,18280.0,706.0,2029.668,78.389,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-06,85.0,0.0,9.437999999999999,0.0,18365.0,706.0,2039.106,78.389,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-07,56.0,0.0,6.218,0.0,18421.0,706.0,2045.3229999999999,78.389,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-08,92.0,0.0,10.215,0.0,18513.0,706.0,2055.538,78.389,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-09,102.0,0.0,11.325,0.0,18615.0,706.0,2066.864,78.389,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-10,94.0,0.0,10.437000000000001,0.0,18709.0,706.0,2077.301,78.389,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-11,74.0,0.0,8.216000000000001,0.0,18783.0,706.0,2085.5170000000003,78.389,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-12,114.0,2.0,12.658,0.222,18897.0,708.0,2098.175,78.611,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-13,51.0,0.0,5.662999999999999,0.0,18948.0,708.0,2103.837,78.611,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-14,73.0,1.0,8.105,0.111,19021.0,709.0,2111.9429999999998,78.722,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-15,133.0,1.0,14.767000000000001,0.111,19154.0,710.0,2126.71,78.833,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-16,116.0,1.0,12.88,0.111,19270.0,711.0,2139.59,78.944,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-17,169.0,0.0,18.764,0.0,19439.0,711.0,2158.354,78.944,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-18,134.0,0.0,14.878,0.0,19573.0,711.0,2173.232,78.944,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-19,82.0,0.0,9.105,0.0,19655.0,711.0,2182.337,78.944,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-20,88.0,0.0,9.771,0.0,19743.0,711.0,2192.1079999999997,78.944,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-22,102.0,1.0,11.325,0.111,19929.0,711.0,2212.76,78.944,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-23,170.0,0.0,18.875,0.0,20099.0,711.0,2231.635,78.944,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-24,115.0,0.0,12.769,0.0,20214.0,711.0,2244.404,78.944,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-25,124.0,1.0,13.767999999999999,0.111,20338.0,712.0,2258.172,79.055,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-26,134.0,0.0,14.878,0.0,20472.0,712.0,2273.05,79.055,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-27,86.0,1.0,9.549,0.111,20558.0,713.0,2282.599,79.166,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-28,119.0,0.0,13.213,0.0,20677.0,713.0,2295.812,79.166,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-29,173.0,3.0,19.209,0.33299999999999996,20850.0,716.0,2315.02,79.499,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-30,105.0,2.0,11.658,0.222,20955.0,718.0,2326.679,79.721,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-07-31,175.0,0.0,19.430999999999997,0.0,21130.0,718.0,2346.109,79.721,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-01,82.0,0.0,9.105,0.0,21212.0,718.0,2355.214,79.721,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-02,92.0,0.0,10.215,0.0,21304.0,718.0,2365.429,79.721,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-03,81.0,0.0,8.994,0.0,21385.0,718.0,2374.423,79.721,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-04,96.0,1.0,10.659,0.111,21481.0,719.0,2385.0820000000003,79.832,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-05,85.0,0.0,9.437999999999999,0.0,21566.0,719.0,2394.519,79.832,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-06,130.0,0.0,14.434000000000001,0.0,21696.0,719.0,2408.9539999999997,79.832,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-07,141.0,1.0,15.655999999999999,0.111,21837.0,720.0,2424.609,79.943,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-08,82.0,1.0,9.105,0.111,21919.0,721.0,2433.714,80.054,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-09,114.0,0.0,12.658,0.0,22033.0,721.0,2446.371,80.054,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-10,73.0,2.0,8.105,0.222,22106.0,723.0,2454.4770000000003,80.27600000000001,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-11,139.0,0.0,15.433,0.0,22245.0,723.0,2469.91,80.27600000000001,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-12,194.0,1.0,21.54,0.111,22439.0,724.0,2491.451,80.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-13,155.0,1.0,17.21,0.111,22594.0,725.0,2508.661,80.498,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-14,282.0,0.0,31.311,0.0,22876.0,725.0,2539.972,80.498,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-15,303.0,3.0,33.643,0.33299999999999996,23179.0,728.0,2573.614,80.831,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-16,191.0,0.0,21.206999999999997,0.0,23370.0,728.0,2594.821,80.831,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-17,164.0,1.0,18.209,0.111,23534.0,729.0,2613.031,80.942,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-18,295.0,0.0,32.754,0.0,23829.0,729.0,2645.785,80.942,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-19,255.0,0.0,28.313000000000002,0.0,24084.0,729.0,2674.098,80.942,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-20,347.0,0.0,38.528,0.0,24431.0,729.0,2712.627,80.942,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-21,331.0,1.0,36.751999999999995,0.111,24762.0,730.0,2749.3779999999997,81.053,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-22,300.0,2.0,33.31,0.222,25062.0,732.0,2782.688,81.27600000000001,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-23,191.0,0.0,21.206999999999997,0.0,25253.0,732.0,2803.895,81.27600000000001,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-24,242.0,1.0,26.87,0.111,25495.0,733.0,2830.765,81.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-25,211.0,0.0,23.428,0.0,25706.0,733.0,2854.1929999999998,81.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-26,327.0,0.0,36.308,0.0,26033.0,733.0,2890.5,81.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-27,328.0,0.0,36.419000000000004,0.0,26361.0,733.0,2926.9190000000003,81.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-28,229.0,0.0,25.426,0.0,26590.0,733.0,2952.345,81.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-29,395.0,0.0,43.858000000000004,0.0,26985.0,733.0,2996.203,81.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-30,181.0,0.0,20.097,0.0,27166.0,733.0,3016.3,81.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-08-31,272.0,0.0,30.201,0.0,27438.0,733.0,3046.5,81.387,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-01,204.0,1.0,22.651,0.111,27642.0,734.0,3069.151,81.498,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-02,327.0,0.0,36.308,0.0,27969.0,734.0,3105.458,81.498,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-03,403.0,1.0,44.746,0.111,28372.0,735.0,3150.204,81.609,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-04,357.0,0.0,39.638000000000005,0.0,28729.0,735.0,3189.843,81.609,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-05,358.0,0.0,39.75,0.0,29087.0,735.0,3229.592,81.609,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-06,184.0,1.0,20.43,0.111,29271.0,736.0,3250.022,81.72,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-07,290.0,10.0,32.199,1.11,29561.0,746.0,3282.222,82.83,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-08,520.0,1.0,57.736999999999995,0.111,30081.0,747.0,3339.958,82.941,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-09,502.0,0.0,55.738,0.0,30583.0,747.0,3395.696,82.941,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-10,664.0,1.0,73.725,0.111,31247.0,748.0,3469.422,83.052,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-11,580.0,2.0,64.399,0.222,31827.0,750.0,3533.82,83.274,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-12,869.0,4.0,96.48700000000001,0.444,32696.0,754.0,3630.3070000000002,83.71799999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-13,463.0,2.0,51.408,0.222,33159.0,756.0,3681.715,83.94,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-14,382.0,1.0,42.413999999999994,0.111,33541.0,757.0,3724.13,84.051,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-15,764.0,0.0,84.829,0.0,34305.0,757.0,3808.958,84.051,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-16,768.0,1.0,85.273,0.111,35073.0,758.0,3894.2309999999998,84.162,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-17,780.0,0.0,86.605,0.0,35853.0,758.0,3980.836,84.162,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-18,808.0,5.0,89.714,0.555,36661.0,763.0,4070.55,84.71799999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-19,813.0,2.0,90.26899999999999,0.222,37474.0,765.0,4160.819,84.94,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-20,621.0,1.0,68.95100000000001,0.111,38095.0,766.0,4229.77,85.051,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-21,563.0,1.0,62.511,0.111,38658.0,767.0,4292.281,85.162,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-22,645.0,4.0,71.616,0.444,39303.0,771.0,4363.897,85.60600000000001,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-23,681.0,6.0,75.613,0.6659999999999999,39984.0,777.0,4439.51,86.272,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-24,832.0,6.0,92.37899999999999,0.6659999999999999,40816.0,783.0,4531.888,86.93799999999999,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-25,684.0,3.0,75.946,0.33299999999999996,41500.0,786.0,4607.834,87.271,9006400.0,45436.685999999994,0.922
AUT,Austria,2020-09-26,714.0,1.0,79.277,0.111,42214.0,787.0,4687.111,87.382,9006400.0,45436.685999999994,0.922
