iso_code,location,date,total_vaccinations,new_vaccinations,people_vaccinated_per_hundred,population,gdp_per_capita,human_development_index
DEU,Germany,2021-02-16,4447192.0,134043.0,3.46,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-17,4596203.0,149011.0,3.57,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-18,4739284.0,143081.0,3.68,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-19,4890583.0,151299.0,3.8,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-20,5004532.0,113949.0,3.89,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-21,5090142.0,85610.0,3.96,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-22,5249305.0,159163.0,4.08,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-23,5414260.0,164955.0,4.2,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-24,5587192.0,172932.0,4.34,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-25,5773166.0,185974.0,4.49,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-26,5977397.0,204231.0,4.66,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-27,6124188.0,146791.0,4.79,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-02-28,6232048.0,107860.0,4.89,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-01,6424974.0,192926.0,5.06,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-02,6642088.0,217114.0,5.26,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-03,6881682.0,239594.0,5.46,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-04,7121172.0,239490.0,5.68,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-05,7382427.0,261255.0,5.91,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-06,7583965.0,201538.0,6.09,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-07,7733007.0,149042.0,6.23,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-08,7968543.0,235536.0,6.45,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-09,8216233.0,247690.0,6.68,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-10,8494898.0,278665.0,6.93,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-11,8771348.0,276450.0,7.19,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-12,9087642.0,316294.0,7.48,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-13,9332233.0,244591.0,7.72,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-14,9502931.0,170698.0,7.88,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-15,9748422.0,245491.0,8.1,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-16,9927185.0,178763.0,8.23,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-17,10129164.0,201979.0,8.38,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-18,10321297.0,192133.0,8.52,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-19,10559898.0,238601.0,8.71,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-20,10777232.0,217334.0,8.9,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-21,10942453.0,165221.0,9.05,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-22,11202272.0,259819.0,9.27,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-23,11491231.0,288959.0,9.52,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-24,11803160.0,311929.0,9.79,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-25,12118303.0,315143.0,10.07,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-26,12459945.0,341642.0,10.37,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-27,12730917.0,270972.0,10.62,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-28,12921051.0,190134.0,10.79,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-29,13206350.0,285299.0,11.02,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-30,13497622.0,291272.0,11.26,83783945.0,45229.245,0.9470000000000001
DEU,Germany,2021-03-31,13772656.0,275034.0,11.48,83783945.0,45229.245,0.9470000000000001
GRC,Greece,2020-12-28,447.0,,0.0,10423056.0,24574.382,0.888
GRC,Greece,2020-12-29,1077.0,630.0,0.01,10423056.0,24574.382,0.888
GRC,Greece,2020-12-30,1722.0,645.0,0.02,10423056.0,24574.382,0.888
GRC,Greece,2020-12-31,2339.0,617.0,0.02,10423056.0,24574.382,0.888
GRC,Greece,2021-01-01,2603.0,264.0,0.02,10423056.0,24574.382,0.888
GRC,Greece,2021-01-02,3149.0,546.0,0.03,10423056.0,24574.382,0.888
GRC,Greece,2021-01-03,3869.0,720.0,0.04,10423056.0,24574.382,0.888
GRC,Greece,2021-01-04,10327.0,6458.0,0.1,10423056.0,24574.382,0.888
GRC,Greece,2021-01-05,16631.0,6304.0,0.16,10423056.0,24574.382,0.888
GRC,Greece,2021-01-06,20616.0,3985.0,0.2,10423056.0,24574.382,0.888
GRC,Greece,2021-01-07,26445.0,5829.0,0.25,10423056.0,24574.382,0.888
GRC,Greece,2021-01-08,35272.0,8827.0,0.34,10423056.0,24574.382,0.888
GRC,Greece,2021-01-09,40427.0,5155.0,0.39,10423056.0,24574.382,0.888
GRC,Greece,2021-01-10,44645.0,4218.0,0.43,10423056.0,24574.382,0.888
GRC,Greece,2021-01-11,50045.0,5400.0,0.48,10423056.0,24574.382,0.888
GRC,Greece,2021-01-12,56475.0,6430.0,0.54,10423056.0,24574.382,0.888
GRC,Greece,2021-01-13,64932.0,8457.0,0.62,10423056.0,24574.382,0.888
GRC,Greece,2021-01-14,70960.0,6028.0,0.68,10423056.0,24574.382,0.888
GRC,Greece,2021-01-15,75412.0,4452.0,0.72,10423056.0,24574.382,0.888
GRC,Greece,2021-01-16,80391.0,4979.0,0.77,10423056.0,24574.382,0.888
GRC,Greece,2021-01-18,85898.0,,0.82,10423056.0,24574.382,0.888
GRC,Greece,2021-01-19,94454.0,8556.0,0.9,10423056.0,24574.382,0.888
GRC,Greece,2021-01-20,109831.0,15377.0,1.04,10423056.0,24574.382,0.888
GRC,Greece,2021-01-21,125928.0,16097.0,1.19,10423056.0,24574.382,0.888
GRC,Greece,2021-01-22,143877.0,17949.0,1.36,10423056.0,24574.382,0.888
GRC,Greece,2021-01-23,160101.0,16224.0,1.51,10423056.0,24574.382,0.888
GRC,Greece,2021-01-25,179951.0,,1.65,10423056.0,24574.382,0.888
GRC,Greece,2021-01-26,197755.0,17804.0,1.77,10423056.0,24574.382,0.888
GRC,Greece,2021-01-27,216040.0,18285.0,1.9,10423056.0,24574.382,0.888
GRC,Greece,2021-01-28,234285.0,18245.0,2.02,10423056.0,24574.382,0.888
GRC,Greece,2021-01-29,253363.0,19078.0,2.12,10423056.0,24574.382,0.888
GRC,Greece,2021-01-30,271287.0,17924.0,2.23,10423056.0,24574.382,0.888
GRC,Greece,2021-02-01,293817.0,,2.37,10423056.0,24574.382,0.888
GRC,Greece,2021-02-02,315628.0,21811.0,2.51,10423056.0,24574.382,0.888
GRC,Greece,2021-02-03,338122.0,22494.0,2.65,10423056.0,24574.382,0.888
GRC,Greece,2021-02-04,359723.0,21601.0,2.79,10423056.0,24574.382,0.888
GRC,Greece,2021-02-05,380136.0,20413.0,2.94,10423056.0,24574.382,0.888
GRC,Greece,2021-02-06,397857.0,17721.0,3.05,10423056.0,24574.382,0.888
GRC,Greece,2021-02-08,417565.0,,3.19,10423056.0,24574.382,0.888
GRC,Greece,2021-02-09,437872.0,20307.0,3.31,10423056.0,24574.382,0.888
GRC,Greece,2021-02-10,459535.0,21663.0,3.39,10423056.0,24574.382,0.888
GRC,Greece,2021-02-11,482416.0,22881.0,3.46,10423056.0,24574.382,0.888
GRC,Greece,2021-02-12,506038.0,23622.0,3.52,10423056.0,24574.382,0.888
GRC,Greece,2021-02-13,526369.0,20331.0,3.56,10423056.0,24574.382,0.888
GRC,Greece,2021-02-15,554745.0,,3.7,10423056.0,24574.382,0.888
GRC,Greece,2021-02-16,575766.0,21021.0,3.82,10423056.0,24574.382,0.888
GRC,Greece,2021-02-17,603667.0,27901.0,3.96,10423056.0,24574.382,0.888
GRC,Greece,2021-02-18,634037.0,30370.0,4.13,10423056.0,24574.382,0.888
GRC,Greece,2021-02-19,664347.0,30310.0,4.31,10423056.0,24574.382,0.888
GRC,Greece,2021-02-20,693436.0,29089.0,4.47,10423056.0,24574.382,0.888
GRC,Greece,2021-02-21,697245.0,3809.0,4.49,10423056.0,24574.382,0.888
GRC,Greece,2021-02-22,730410.0,33165.0,4.67,10423056.0,24574.382,0.888
GRC,Greece,2021-02-23,762624.0,32214.0,4.85,10423056.0,24574.382,0.888
GRC,Greece,2021-02-24,794347.0,31723.0,5.01,10423056.0,24574.382,0.888
GRC,Greece,2021-02-25,826370.0,32023.0,5.18,10423056.0,24574.382,0.888
GRC,Greece,2021-02-26,857306.0,30936.0,5.34,10423056.0,24574.382,0.888
GRC,Greece,2021-02-27,885821.0,28515.0,5.49,10423056.0,24574.382,0.888
GRC,Greece,2021-03-01,921189.0,,5.7,10423056.0,24574.382,0.888
GRC,Greece,2021-03-02,957139.0,35950.0,5.93,10423056.0,24574.382,0.888
GRC,Greece,2021-03-03,991409.0,34270.0,6.17,10423056.0,24574.382,0.888
GRC,Greece,2021-03-04,1024711.0,33302.0,6.42,10423056.0,24574.382,0.888
GRC,Greece,2021-03-05,1059304.0,34593.0,6.7,10423056.0,24574.382,0.888
GRC,Greece,2021-03-06,1091749.0,32445.0,6.96,10423056.0,24574.382,0.888
GRC,Greece,2021-03-08,1126060.0,,7.23,10423056.0,24574.382,0.888
GRC,Greece,2021-03-09,1158386.0,32326.0,7.49,10423056.0,24574.382,0.888
GRC,Greece,2021-03-10,1190723.0,32337.0,7.75,10423056.0,24574.382,0.888
GRC,Greece,2021-03-11,1222393.0,31670.0,7.98,10423056.0,24574.382,0.888
GRC,Greece,2021-03-12,1254087.0,31694.0,8.2,10423056.0,24574.382,0.888
GRC,Greece,2021-03-13,1283472.0,29385.0,8.42,10423056.0,24574.382,0.888
GRC,Greece,2021-03-15,1285437.0,,8.42,10423056.0,24574.382,0.888
GRC,Greece,2021-03-16,1316554.0,31117.0,8.6,10423056.0,24574.382,0.888
GRC,Greece,2021-03-17,1345735.0,29181.0,8.78,10423056.0,24574.382,0.888
GRC,Greece,2021-03-18,1375828.0,30093.0,8.97,10423056.0,24574.382,0.888
GRC,Greece,2021-03-19,1407064.0,31236.0,9.18,10423056.0,24574.382,0.888
GRC,Greece,2021-03-20,1436491.0,29427.0,9.37,10423056.0,24574.382,0.888
GRC,Greece,2021-03-22,1469020.0,,9.57,10423056.0,24574.382,0.888
GRC,Greece,2021-03-23,1503487.0,34467.0,9.77,10423056.0,24574.382,0.888
GRC,Greece,2021-03-24,1536957.0,33470.0,9.94,10423056.0,24574.382,0.888
GRC,Greece,2021-03-25,1537104.0,147.0,9.94,10423056.0,24574.382,0.888
GRC,Greece,2021-03-26,1572726.0,35622.0,10.04,10423056.0,24574.382,0.888
GRC,Greece,2021-03-27,1604238.0,31512.0,10.13,10423056.0,24574.382,0.888
GRC,Greece,2021-03-29,1635676.0,,10.24,10423056.0,24574.382,0.888
GRC,Greece,2021-03-30,1668956.0,33280.0,10.37,10423056.0,24574.382,0.888
GRC,Greece,2021-03-31,1699807.0,30851.0,10.48,10423056.0,24574.382,0.888
HUN,Hungary,2020-12-28,1094.0,,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2020-12-29,2461.0,1367.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2020-12-30,3789.0,1328.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2020-12-31,5110.0,1321.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-03,12000.0,,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-04,15000.0,3000.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-05,21000.0,6000.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-06,31500.0,10500.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-07,42549.0,11049.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-10,71000.0,,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-11,78579.0,7579.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-12,86929.0,8350.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-13,96101.0,9172.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-14,105728.0,9627.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-15,112847.0,7119.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-16,119944.0,7097.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-17,123188.0,3244.0,,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-18,131332.0,8144.0,1.34,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-19,133257.0,1925.0,1.35,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-20,138584.0,5327.0,1.39,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-21,144798.0,6214.0,1.44,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-22,150128.0,5330.0,1.48,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-23,153392.0,3264.0,1.5,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-24,156098.0,2706.0,1.52,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-25,162315.0,6217.0,1.55,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-26,170476.0,8161.0,1.58,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-27,187508.0,17032.0,1.67,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-28,213010.0,25502.0,1.81,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-29,247889.0,34879.0,2.05,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-30,278830.0,30941.0,2.3,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-01-31,299138.0,20308.0,2.46,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-01,311662.0,12524.0,2.52,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-02,322306.0,10644.0,2.56,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-03,334130.0,11824.0,2.58,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-04,357303.0,23173.0,2.74,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-05,381062.0,23759.0,2.89,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-06,391621.0,10559.0,2.96,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-07,396634.0,5013.0,2.99,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-08,401791.0,5157.0,3.02,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-09,406197.0,4406.0,3.03,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-10,411992.0,5795.0,3.05,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-11,431097.0,19105.0,3.21,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-12,455168.0,24071.0,3.42,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-13,463383.0,8215.0,3.47,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-14,465636.0,2253.0,3.48,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-15,473551.0,7915.0,3.54,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-16,483751.0,10200.0,3.61,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-17,506044.0,22293.0,3.78,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-18,544253.0,38209.0,4.06,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-19,600048.0,55795.0,4.42,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-20,636240.0,36192.0,4.61,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-21,654462.0,18222.0,4.69,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-22,662816.0,8354.0,4.73,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-23,679850.0,17034.0,4.88,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-24,719146.0,39296.0,5.26,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-25,761905.0,42759.0,5.4,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-26,808008.0,46103.0,5.83,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-27,927181.0,119173.0,7.02,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-02-28,936938.0,9757.0,7.09,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-01,974524.0,37586.0,7.47,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-02,1011405.0,36881.0,7.85,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-03,1052593.0,41188.0,8.13,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-04,1142680.0,90087.0,8.93,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-05,1254377.0,111697.0,9.83,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-06,1288974.0,34597.0,10.16,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-07,1310643.0,21669.0,10.38,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-08,1361530.0,50887.0,10.84,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-09,1425697.0,64167.0,11.47,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-10,1476985.0,51288.0,11.9,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-11,1581521.0,104536.0,12.73,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-12,1670757.0,89236.0,13.39,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-13,1711969.0,41212.0,13.66,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-14,1733557.0,21588.0,13.82,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-15,1746578.0,13021.0,13.94,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-16,1804088.0,57510.0,14.46,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-17,1863621.0,59533.0,14.92,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-18,1922005.0,58384.0,15.3,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-19,1985993.0,63988.0,15.74,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-20,2038133.0,52140.0,16.18,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-21,2068990.0,30857.0,16.45,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-22,2118256.0,49266.0,16.94,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-23,2190630.0,72374.0,17.56,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-24,2272123.0,81493.0,18.09,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-25,2398215.0,126092.0,18.67,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-26,2537934.0,139719.0,19.36,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-27,2589469.0,51535.0,19.7,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-28,2609739.0,20270.0,19.88,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-30,2764216.0,,20.82,9660350.0,26777.561,0.8540000000000001
HUN,Hungary,2021-03-31,2853155.0,88939.0,21.39,9660350.0,26777.561,0.8540000000000001
ITA,Italy,2020-12-27,7150.0,,0.01,60461828.0,35220.084,0.892
ITA,Italy,2020-12-28,8571.0,1421.0,0.01,60461828.0,35220.084,0.892
ITA,Italy,2020-12-29,9576.0,1005.0,0.02,60461828.0,35220.084,0.892
ITA,Italy,2020-12-30,14300.0,4724.0,0.02,60461828.0,35220.084,0.892
ITA,Italy,2020-12-31,39765.0,25465.0,0.07,60461828.0,35220.084,0.892
ITA,Italy,2021-01-01,50812.0,11047.0,0.08,60461828.0,35220.084,0.892
ITA,Italy,2021-01-02,89314.0,38502.0,0.15,60461828.0,35220.084,0.892
ITA,Italy,2021-01-03,124445.0,35131.0,0.21,60461828.0,35220.084,0.892
ITA,Italy,2021-01-04,193075.0,68630.0,0.32,60461828.0,35220.084,0.892
ITA,Italy,2021-01-05,272613.0,79538.0,0.45,60461828.0,35220.084,0.892
ITA,Italy,2021-01-06,337787.0,65174.0,0.56,60461828.0,35220.084,0.892
ITA,Italy,2021-01-07,429941.0,92154.0,0.71,60461828.0,35220.084,0.892
ITA,Italy,2021-01-08,525433.0,95492.0,0.87,60461828.0,35220.084,0.892
ITA,Italy,2021-01-09,612293.0,86860.0,1.01,60461828.0,35220.084,0.892
ITA,Italy,2021-01-10,672617.0,60324.0,1.11,60461828.0,35220.084,0.892
ITA,Italy,2021-01-11,753493.0,80876.0,1.25,60461828.0,35220.084,0.892
ITA,Italy,2021-01-12,835296.0,81803.0,1.38,60461828.0,35220.084,0.892
ITA,Italy,2021-01-13,929426.0,94130.0,1.54,60461828.0,35220.084,0.892
ITA,Italy,2021-01-14,1022682.0,93256.0,1.69,60461828.0,35220.084,0.892
ITA,Italy,2021-01-15,1111781.0,89099.0,1.84,60461828.0,35220.084,0.892
ITA,Italy,2021-01-16,1176407.0,64626.0,1.95,60461828.0,35220.084,0.892
ITA,Italy,2021-01-17,1213103.0,36696.0,2.0,60461828.0,35220.084,0.892
ITA,Italy,2021-01-18,1256361.0,43258.0,2.07,60461828.0,35220.084,0.892
ITA,Italy,2021-01-19,1288760.0,32399.0,2.12,60461828.0,35220.084,0.892
ITA,Italy,2021-01-20,1318963.0,30203.0,2.16,60461828.0,35220.084,0.892
ITA,Italy,2021-01-21,1354109.0,35146.0,2.18,60461828.0,35220.084,0.892
ITA,Italy,2021-01-22,1380203.0,26094.0,2.2,60461828.0,35220.084,0.892
ITA,Italy,2021-01-23,1418595.0,38392.0,2.21,60461828.0,35220.084,0.892
ITA,Italy,2021-01-24,1452222.0,33627.0,2.22,60461828.0,35220.084,0.892
ITA,Italy,2021-01-25,1520881.0,68659.0,2.23,60461828.0,35220.084,0.892
ITA,Italy,2021-01-26,1600685.0,79804.0,2.23,60461828.0,35220.084,0.892
ITA,Italy,2021-01-27,1671134.0,70449.0,2.24,60461828.0,35220.084,0.892
ITA,Italy,2021-01-28,1764292.0,93158.0,2.25,60461828.0,35220.084,0.892
ITA,Italy,2021-01-29,1861579.0,97287.0,2.26,60461828.0,35220.084,0.892
ITA,Italy,2021-01-30,1951446.0,89867.0,2.26,60461828.0,35220.084,0.892
ITA,Italy,2021-01-31,2010786.0,59340.0,2.27,60461828.0,35220.084,0.892
ITA,Italy,2021-02-01,2096103.0,85317.0,2.28,60461828.0,35220.084,0.892
ITA,Italy,2021-02-02,2183751.0,87648.0,2.29,60461828.0,35220.084,0.892
ITA,Italy,2021-02-03,2282891.0,99140.0,2.3,60461828.0,35220.084,0.892
ITA,Italy,2021-02-04,2389596.0,106705.0,2.32,60461828.0,35220.084,0.892
ITA,Italy,2021-02-05,2496029.0,106433.0,2.35,60461828.0,35220.084,0.892
ITA,Italy,2021-02-06,2572576.0,76547.0,2.38,60461828.0,35220.084,0.892
ITA,Italy,2021-02-07,2613955.0,41379.0,2.39,60461828.0,35220.084,0.892
ITA,Italy,2021-02-08,2679936.0,65981.0,2.44,60461828.0,35220.084,0.892
ITA,Italy,2021-02-09,2746051.0,66115.0,2.49,60461828.0,35220.084,0.892
ITA,Italy,2021-02-10,2818086.0,72035.0,2.57,60461828.0,35220.084,0.892
ITA,Italy,2021-02-11,2892153.0,74067.0,2.66,60461828.0,35220.084,0.892
ITA,Italy,2021-02-12,2965059.0,72906.0,2.75,60461828.0,35220.084,0.892
ITA,Italy,2021-02-13,3017328.0,52269.0,2.83,60461828.0,35220.084,0.892
ITA,Italy,2021-02-14,3046505.0,29177.0,2.87,60461828.0,35220.084,0.892
ITA,Italy,2021-02-15,3108761.0,62256.0,2.97,60461828.0,35220.084,0.892
ITA,Italy,2021-02-16,3179399.0,70638.0,3.08,60461828.0,35220.084,0.892
ITA,Italy,2021-02-17,3258781.0,79382.0,3.19,60461828.0,35220.084,0.892
ITA,Italy,2021-02-18,3347818.0,89037.0,3.33,60461828.0,35220.084,0.892
ITA,Italy,2021-02-19,3439681.0,91863.0,3.47,60461828.0,35220.084,0.892
ITA,Italy,2021-02-20,3517199.0,77518.0,3.59,60461828.0,35220.084,0.892
ITA,Italy,2021-02-21,3567894.0,50695.0,3.67,60461828.0,35220.084,0.892
ITA,Italy,2021-02-22,3672977.0,105083.0,3.84,60461828.0,35220.084,0.892
ITA,Italy,2021-02-23,3779071.0,106094.0,4.0,60461828.0,35220.084,0.892
ITA,Italy,2021-02-24,3900755.0,121684.0,4.19,60461828.0,35220.084,0.892
ITA,Italy,2021-02-25,4028675.0,127920.0,4.38,60461828.0,35220.084,0.892
ITA,Italy,2021-02-26,4164223.0,135548.0,4.58,60461828.0,35220.084,0.892
ITA,Italy,2021-02-27,4290303.0,126080.0,4.77,60461828.0,35220.084,0.892
ITA,Italy,2021-02-28,4368182.0,77879.0,4.89,60461828.0,35220.084,0.892
ITA,Italy,2021-03-01,4502560.0,134378.0,5.07,60461828.0,35220.084,0.892
ITA,Italy,2021-03-02,4661893.0,159333.0,5.28,60461828.0,35220.084,0.892
ITA,Italy,2021-03-03,4846617.0,184724.0,5.52,60461828.0,35220.084,0.892
ITA,Italy,2021-03-04,5041109.0,194492.0,5.76,60461828.0,35220.084,0.892
ITA,Italy,2021-03-05,5242911.0,201802.0,6.01,60461828.0,35220.084,0.892
ITA,Italy,2021-03-06,5418426.0,175515.0,6.24,60461828.0,35220.084,0.892
ITA,Italy,2021-03-07,5518900.0,100474.0,6.37,60461828.0,35220.084,0.892
ITA,Italy,2021-03-08,5695819.0,176919.0,6.59,60461828.0,35220.084,0.892
ITA,Italy,2021-03-09,5885656.0,189837.0,6.82,60461828.0,35220.084,0.892
ITA,Italy,2021-03-10,6095678.0,210022.0,7.08,60461828.0,35220.084,0.892
ITA,Italy,2021-03-11,6313183.0,217505.0,7.34,60461828.0,35220.084,0.892
ITA,Italy,2021-03-12,6520079.0,206896.0,7.58,60461828.0,35220.084,0.892
ITA,Italy,2021-03-13,6694541.0,174462.0,7.79,60461828.0,35220.084,0.892
ITA,Italy,2021-03-14,6799433.0,104892.0,7.91,60461828.0,35220.084,0.892
ITA,Italy,2021-03-15,6968830.0,169397.0,8.07,60461828.0,35220.084,0.892
ITA,Italy,2021-03-16,7107611.0,138781.0,8.18,60461828.0,35220.084,0.892
ITA,Italy,2021-03-17,7271242.0,163631.0,8.32,60461828.0,35220.084,0.892
